x_over_h,cf_dns_exactmatch
6.597656250000000000e+00,1.062719113841082991e-03
6.609375000000000000e+00,1.042951769375918304e-03
6.621093750000000000e+00,1.026843022914989724e-03
6.632812500000000000e+00,1.005791943662422746e-03
6.644531250000000000e+00,9.880253882294538076e-04
6.656250000000000000e+00,9.654072095258822619e-04
6.667968750000000000e+00,9.470216653925259478e-04
6.679687500000000000e+00,9.243185303818239997e-04
6.691406250000000000e+00,9.061810578431555479e-04
6.703125000000000000e+00,8.834007224727464559e-04
6.714843750000000000e+00,8.647426118296960059e-04
6.726562500000000000e+00,8.407227156434600923e-04
6.738281250000000000e+00,8.209031561505678422e-04
6.750000000000000000e+00,7.960760997091364003e-04
6.761718750000000000e+00,7.764075191780656733e-04
6.773437500000000000e+00,7.520946113787820454e-04
6.785156250000000000e+00,7.329145793836848921e-04
6.796875000000000000e+00,7.082620755620385898e-04
6.808593750000000000e+00,6.876352907568563343e-04
6.820312500000000000e+00,6.603711486255691918e-04
6.832031250000000000e+00,6.370755890682396842e-04
6.843750000000000000e+00,6.066710003612157563e-04
6.855468750000000000e+00,5.802074886329344717e-04
6.867187500000000000e+00,5.464857183674455901e-04
6.878906250000000000e+00,5.163472273435720360e-04
6.890625000000000000e+00,4.784491352409666861e-04
6.902343750000000000e+00,4.451391653797812618e-04
6.914062500000000000e+00,4.049530462810399783e-04
6.925781250000000000e+00,3.702728496666726266e-04
6.937500000000000000e+00,3.294704827543411697e-04
6.949218750000000000e+00,2.948904960161376860e-04
6.960937500000000000e+00,2.573127518881254835e-04
6.972656250000000000e+00,2.278810142008707402e-04
6.984375000000000000e+00,1.893662059802458020e-04
6.996093750000000000e+00,1.545769228857710241e-04
7.007812500000000000e+00,1.098171764435884411e-04
7.019531250000000000e+00,6.854024352726542863e-05
7.031250000000000000e+00,1.510911061185619568e-05
7.042968750000000000e+00,-3.434651065757223740e-05
7.054687500000000000e+00,-4.646576543272994489e-05
7.066406250000000000e+00,-5.058861613324349614e-05
7.078125000000000000e+00,-7.801005507568901150e-05
7.089843750000000000e+00,-1.176266026821881064e-04
7.101562500000000000e+00,-1.752464927596598943e-04
7.113281250000000000e+00,-2.471378492894118844e-04
7.125000000000000000e+00,-3.128087839494404971e-04
7.136718750000000000e+00,-3.521264178816291171e-04
7.148437500000000000e+00,-3.018804263166317663e-04
7.160156250000000000e+00,-1.630670267018556271e-04
7.171875000000000000e+00,-1.048173659528784025e-04
7.183593750000000000e+00,-5.256210978224694862e-05
7.195312500000000000e+00,-1.590185603287840103e-05
7.207031250000000000e+00,-1.548733785502787207e-07
7.218750000000000000e+00,1.073183362919797046e-05
7.230468750000000000e+00,3.197503494878822577e-05
7.242187500000000000e+00,9.278454971993660200e-05
7.253906250000000000e+00,1.648244984490175136e-04
7.265625000000000000e+00,2.653342294318864576e-04
7.277343750000000000e+00,3.895893094271555288e-04
7.289062500000000000e+00,4.421394916209342592e-04
7.300781250000000000e+00,4.851888622676060075e-04
7.312500000000000000e+00,5.498517281266722010e-04
7.324218750000000000e+00,6.750760286257352855e-04
7.335937500000000000e+00,7.177038315183275913e-04
7.347656250000000000e+00,7.603339926024444383e-04
7.359375000000000000e+00,8.626455729390210877e-04
7.371093750000000000e+00,9.778801617035413809e-04
7.382812500000000000e+00,1.158751923874438722e-03
7.394531250000000000e+00,1.189543121133954367e-03
7.406250000000000000e+00,9.730293869103295509e-04
7.417968750000000000e+00,1.142752224542733499e-03
7.429687500000000000e+00,1.473897275245734245e-03
7.441406250000000000e+00,1.718177298024979030e-03
7.453125000000000000e+00,1.782018904913617143e-03
7.464843750000000000e+00,1.699833989213540711e-03
7.476562500000000000e+00,1.792432068308777307e-03
7.488281250000000000e+00,1.960829902047708968e-03
7.500000000000000000e+00,2.100112080964686243e-03
7.511718750000000000e+00,2.464520866362474808e-03
7.523437500000000000e+00,2.762938841441931696e-03
7.535156250000000000e+00,3.003786513028105284e-03
7.546875000000000000e+00,3.194126434997653606e-03
7.558593750000000000e+00,3.334246008986505461e-03
7.570312500000000000e+00,3.377260362109430966e-03
7.582031250000000000e+00,2.970808917383441043e-03
7.593750000000000000e+00,2.519140462378425920e-03
7.605468750000000000e+00,2.806211331999276457e-03
7.617187500000000000e+00,3.179335227085349370e-03
7.628906250000000000e+00,3.558658252437516337e-03
7.640625000000000000e+00,3.848048633574934884e-03
7.652343750000000000e+00,3.671941697877697652e-03
7.664062500000000000e+00,3.324554591846210026e-03
7.675781250000000000e+00,3.450374534310747532e-03
7.687500000000000000e+00,3.886607279285930576e-03
7.699218750000000000e+00,4.459896718579303351e-03
7.710937500000000000e+00,4.478514456022447514e-03
7.722656250000000000e+00,4.491899383361658109e-03
7.734375000000000000e+00,4.822776206270463356e-03
7.746093750000000000e+00,4.694539703510821824e-03
7.757812500000000000e+00,4.326730697425996280e-03
7.769531250000000000e+00,4.532276720258259298e-03
7.781250000000000000e+00,4.627028334584563224e-03
7.792968750000000000e+00,4.393887264897685350e-03
7.804687500000000000e+00,4.878589969848078599e-03
7.816406250000000000e+00,5.027329628434172408e-03
7.828125000000000000e+00,4.712344304976224217e-03
7.839843750000000000e+00,5.123279196876978810e-03
7.851562500000000000e+00,5.230654832699868639e-03
7.863281250000000000e+00,4.793190779912200050e-03
7.875000000000000000e+00,5.341348230139708608e-03
7.886718750000000000e+00,5.592707351363461477e-03
7.898437500000000000e+00,5.264154153342885320e-03
7.910156250000000000e+00,5.788368503186114636e-03
7.921875000000000000e+00,6.010991597949941548e-03
7.933593750000000000e+00,5.652034339795900843e-03
7.945312500000000000e+00,6.379413788412995924e-03
7.957031250000000000e+00,7.209793864110289330e-03
7.968750000000000000e+00,7.519304570364149232e-03
7.980468750000000000e+00,7.339702381743886533e-03
7.992187500000000000e+00,7.879820398960018721e-03
8.003906250000000000e+00,7.956635702531498350e-03
8.015625000000000000e+00,7.451979691465785739e-03
8.027343750000000000e+00,7.847953942346962142e-03
8.039062500000000000e+00,7.883181999168504400e-03
8.050781250000000000e+00,7.346956835010292654e-03
8.062500000000000000e+00,8.206232708029994813e-03
8.074218750000000000e+00,9.096029138023650068e-03
8.085937500000000000e+00,9.342054709680133046e-03
8.097656250000000000e+00,8.865994869749913021e-03
8.109375000000000000e+00,9.278874962032258866e-03
8.121093750000000000e+00,9.256414465852067994e-03
8.132812500000000000e+00,8.438808837170096167e-03
8.144531250000000000e+00,9.411547543030758523e-03
8.156250000000000000e+00,1.046487054305853155e-02
8.167968750000000000e+00,1.092931756025676895e-02
8.179687500000000000e+00,1.056555580770946433e-02
8.191406250000000000e+00,1.146752579997831721e-02
8.203125000000000000e+00,1.238373849810273791e-02
8.214843750000000000e+00,1.257811265191259402e-02
8.226562500000000000e+00,1.181625049497887076e-02
8.238281250000000000e+00,1.247110957586088607e-02
8.250000000000000000e+00,1.260761950966677626e-02
8.261718750000000000e+00,1.180514616012907393e-02
8.273437500000000000e+00,1.302068963834003383e-02
8.285156250000000000e+00,1.415467812597354103e-02
8.296875000000000000e+00,1.456040806751255842e-02
8.308593750000000000e+00,1.378911720840118177e-02
8.320312500000000000e+00,1.497363550266545690e-02
8.332031250000000000e+00,1.595340398538711707e-02
8.343750000000000000e+00,1.600185058051798587e-02
8.355468750000000000e+00,1.453351044385543279e-02
8.367187500000000000e+00,1.579370153553029399e-02
8.378906250000000000e+00,1.684975725941679006e-02
8.390625000000000000e+00,1.690987283876727726e-02
8.402343750000000000e+00,1.508486112224699353e-02
8.414062500000000000e+00,1.737318268273955676e-02
8.425781250000000000e+00,1.941583199222937997e-02
8.437500000000000000e+00,2.192867855838866523e-02
8.449218750000000000e+00,2.460921859324589206e-02
8.460937500000000000e+00,2.707137769867482002e-02
8.472656250000000000e+00,2.966537295002572711e-02
8.484375000000000000e+00,3.237736386659640503e-02
8.496093750000000000e+00,3.521114009988202814e-02
8.507812500000000000e+00,3.571566812224276355e-02
8.519531250000000000e+00,3.503895154070135742e-02
8.531250000000000000e+00,3.440506906850484409e-02
8.542968750000000000e+00,3.383614089401421055e-02
8.554687500000000000e+00,3.258560653008297364e-02
8.566406250000000000e+00,3.057797642039778926e-02
8.578125000000000000e+00,2.820803623955921852e-02
8.589843750000000000e+00,2.527808575741698552e-02
8.601562500000000000e+00,1.066008756272001506e-02
8.613281250000000000e+00,9.657866282840885455e-03
8.625000000000000000e+00,1.074342778682698014e-02
8.636718750000000000e+00,1.172446283715550567e-03
8.648437500000000000e+00,7.312331419960591515e-03
8.660156250000000000e+00,8.299895739433332115e-03
8.671875000000000000e+00,7.998268573057264186e-03
8.683593750000000000e+00,1.548451629739921141e-02
8.695312500000000000e+00,8.163922783075252751e-03
8.707031250000000000e+00,3.209057103157990365e-03
8.718750000000000000e+00,6.871866161937616874e-03
8.730468750000000000e+00,2.323769352503139794e-03
8.742187500000000000e+00,2.354547231490553959e-03
8.753906250000000000e+00,7.178376679909570686e-03
8.765625000000000000e+00,5.790922895231394654e-03
8.777343750000000000e+00,7.328842458975795213e-03
8.789062500000000000e+00,6.939656849255142548e-03
8.800781250000000000e+00,5.005279251830846605e-03
8.812500000000000000e+00,4.596732511273798547e-03
8.824218750000000000e+00,4.085092118258150905e-03
8.835937500000000000e+00,3.223798308829135383e-03
8.847656250000000000e+00,2.678103877487542517e-03
8.859375000000000000e+00,2.592746532054030547e-03
8.871093750000000000e+00,3.024366351671134174e-03
8.882812500000000000e+00,2.732727041523025369e-03
8.894531250000000000e+00,2.579269576682544519e-03
8.906250000000000000e+00,2.446945638443386549e-03
8.917968750000000000e+00,2.377290860175663989e-03
8.929687500000000000e+00,2.332719073983943129e-03
8.941406250000000000e+00,2.316278724908017467e-03
8.953125000000000000e+00,2.326252826833223857e-03
8.964843750000000000e+00,2.184155965431353475e-03
8.976562500000000000e+00,2.060196354258074947e-03
